code,nameAr,nameEn,barcode,salePrice,vatRate
ITM-1582,بوب كورن جاهز كاراميل 80جم,Caramel Popcorn 80g,6221304005834,12.00,14
ITM-1583,بوب كورن جاهز جبن 80جم,Cheese Popcorn 80g,6221304005841,12.00,14
ITM-1584,بوب كورن جاهز ملح 80جم,Salt Popcorn 80g,6221304005858,10.00,14
ITM-1585,بوب كورن مايكروويف زبدة,Microwave Butter Popcorn,6221304005865,18.00,14
ITM-1586,ذرة بوب كورن خام 500جم,Popcorn Kernels 500g,6221304005872,32.00,14
ITM-1587,فول سوداني محمص 200جم,Roasted Peanuts 200g,6221305005888,22.00,14
ITM-1588,لب سوبر 100جم,Super Seeds 100g,6221305005895,8.00,14
ITM-1589,لب سوبر شامي 100جم,Super Sunflower 100g,6221305005901,8.00,14
ITM-1590,مكسرات فاخرة 250جم,Premium Nuts 250g,6221305005918,125.00,14
ITM-1591,كاجو محمص 250جم,Roasted Cashew 250g,6221305005925,155.00,14
ITM-1592,لوز محمص 250جم,Roasted Almonds 250g,6221305005932,135.00,14
ITM-1593,فستق محمص 250جم,Roasted Pistachio 250g,6221305005949,225.00,14
ITM-1594,آيس كريم كوارتلي فانيليا,Quartely Vanilla,6221401005959,55.00,14
ITM-1595,آيس كريم كوارتلي شوكولاتة,Quartely Chocolate,6221401005966,55.00,14
ITM-1596,آيس كريم كوارتلي فراولة,Quartely Strawberry,6221401005973,55.00,14
ITM-1597,آيس كريم كوارتلي مانجو,Quartely Mango,6221401005980,58.00,14
ITM-1598,آيس كريم كوارتلي كوكتيل,Quartely Cocktail,6221401005997,58.00,14
ITM-1599,كريز جيلاتي ميكس فروت,Crize Mixed Fruit,6221401006000,12.00,14
ITM-1600,كريز جيلاتي شوكولاتة,Crize Chocolate,6221401006017,12.00,14
ITM-1601,كريز جيلاتي فراولة,Crize Strawberry,6221401006024,12.00,14
ITM-1602,آيس كريم نستله سموك,Nestle Smoothie,6221402006030,15.00,14
ITM-1603,آيس كريم نستله موفنبيك فانيليا,Movenpick Vanilla,6221402006047,85.00,14
ITM-1604,آيس كريم نستله موفنبيك شوكولاتة,Movenpick Chocolate,6221402006054,85.00,14
ITM-1605,آيس كريم نستله موفنبيك فراولة,Movenpick Strawberry,6221402006061,85.00,14
ITM-1606,آيس كريم نستله موفنبيك بستاشيو,Movenpick Pistachio,6221402006078,95.00,14
ITM-1607,كيت كات آيس كريم,Kit Kat Ice Cream,6221402006085,18.00,14
ITM-1608,أوريو آيس كريم,Oreo Ice Cream,6221402006092,18.00,14
ITM-1609,ماجنوم كلاسيك,Magnum Classic,6221402006108,32.00,14
ITM-1610,ماجنوم ألموند,Magnum Almond,6221402006115,32.00,14
ITM-1611,ماجنوم وايت,Magnum White,6221402006122,32.00,14
ITM-1612,ماجنوم دبل كاراميل,Magnum Double Caramel,6221402006139,35.00,14
ITM-1613,كورنيتو فانيليا,Cornetto Vanilla,6221402006146,18.00,14
ITM-1614,كورنيتو شوكولاتة,Cornetto Chocolate,6221402006153,18.00,14
ITM-1615,كورنيتو فراولة,Cornetto Strawberry,6221402006160,18.00,14
ITM-1616,كرانش بنانا,Crunch Banana,6221402006177,12.00,14
ITM-1617,كرانش شوكو,Crunch Choco,6221402006184,12.00,14
ITM-1618,آيس كريم ميستر بطاطس فانيليا,Mister Patatas Vanilla,6221403006190,8.00,14
ITM-1619,آيس كريم ميستر بطاطس فراولة,Mister Patatas Strawberry,6221403006206,8.00,14
ITM-1620,عصاية مانجو فيرونا,Verona Mango Stick,6221403006213,6.00,14
ITM-1621,عصاية تمر هندي فيرونا,Verona Tamarind Stick,6221403006220,6.00,14
ITM-1622,ثلج 5 كيلو,Ice 5Kg,6221403006237,22.00,14
ITM-1623,ثلج 10 كيلو,Ice 10Kg,6221403006244,38.00,14
